ТМЦ;Ед.;Код;Выписано но не выдано;Аргун 29 (торговый зал);Основной склад (ул. Гумистинская 5);"Склад ""Магазин Гагра""";"Склад ""Магазин Гудаута"" №2 СМ, ул. 4 Марта №57";"Склад ""Магазин на турбазе""";"Склад магазина ""Инструменты на рынке""";Склад на площадке в Цандрипше;Склад ответственного хранения ул. Дзидзария;Списание основной склад;ТРАНЗИТНЫЙ СКЛАД;ТЦ БЗЫБЬ;Общ. кол-во
Труба гофр. ПВХ с протяжкой d20 мм (25 м) серая EKF-Plast;упак;00082251; ;119; ; ; ; ; ; ; ; ; ; ;119
Труба гофр. ПВХ с протяжкой d20 мм (50 м) серая EKF-Plast;упак;00082252; ;31;18; ; ; ; ; ; ; ; ; ;49
Труба гофр. ПВХ с протяжкой d25 мм (25 м) серая EKF-Plast;упак;00082253; ; ;2; ; ; ; ; ; ; ; ; ;2
Труба гофр. ПВХ с протяжкой d25 мм (50 м) серая EKF-Plast;упак;00079837; ; ;1; ; ; ; ; ; ; ; ; ;1
Труба гофр. ПНД с протяжкой d16 мм (100 м) черн. EKF-Plast;упак;00082254; ;8;80; ; ; ; ; ; ; ; ; ;88
Труба гофр. ПНД с протяжкой d16 мм (25 м) черн. EKF-Plast;упак;00082255; ; ;2; ; ; ; ; ; ; ; ; ;2
Труба гофр. ПНД с протяжкой d20 мм (100 м) черн. EKF-Plast;упак;00082256; ;24;74; ; ; ; ; ; ; ; ; ;98
Труба гофр. ПНД с протяжкой d20 мм (25 м) черн. EKF-Plast;упак;00082257; ;2;40; ; ; ; ; ; ; ; ; ;42
Труба гофрированная ПВХ легкая d16MM с протяжкой сер. (уп. 100м) Ruvinil 11601 100;упак;00079838; ;11; ; ; ; ; ; ; ; ; ; ;11
Труба гофрированная ПВХ легкая d20MM с протяжкой сер. (уп. 100м) Ruvinil 12001 100;упак;00079839; ;1; ; ;7; ; ; ; ; ; ; ;8
Труба гофрированная ПВХ легкая d25MM с протяжкой сер. (уп.50м) Ruvinil 12501;упак;00079840; ;2; ; ; ; ; ; ; ; ; ; ;2
Труба гофрированная ПВХ легкая d32MM с протяжкой сер. (уп.25м) Ruvinil 13201;упак;00079841; ;8; ; ; ; ; ; ; ; ; ; ;8
Труба гофрированная ПНД безгалогенная (HF) черная с/з d16 мм Строитель;м;00081608; ; ;500; ; ; ; ; ; ; ; ; ;500
Труба гофрированная ПНД безгалогенная (HF) черная с/з d20 мм Строитель;м;00081609; ; ;500; ; ; ; ; ; ; ; ; ;500
Труба гофрированная ПНД легкая d25MM с протяжкой черн. (уп.50м) Ruvinil 22501;упак;00079844; ;1; ; ; ; ; ; ; ; ; ; ;1
Труба гофрированная ПНД легкая d32MM с протяжкой черн. (уп.25м) Ruvinil 23201;упак;00079845; ;9; ; ;3; ; ; ; ; ; ; ;12
Контакторы;;00079247;; ; ; ; ; ; ; ; ; ; ; ; 
КМ 20А 2NО (1 мод.) EKF;шт;00079848; ;4; ; ; ; ; ; ; ; ; ; ;4
КМ 25А 2NО (1 мод.) EKF;шт;00079849; ;9; ; ; ; ; ; ; ; ; ; ;9
КМ 40А 2NО (2 мод.) EKF;шт;00079850; ;7; ; ; ; ; ; ; ; ; ; ;7
КМ 40А 4NО (3 мод.) EKF;шт;00079851; ;5; ; ; ; ; ; ; ; ; ; ;5
КМЭ 18А 230В 1NO EKF;шт;00079852; ;10; ; ; ; ; ; ; ; ; ; ;10
КМЭ 25А 230В 1NO EKF;шт;00079853; ;12; ; ; ; ; ; ; ; ; ; ;12
КМЭ 32А 400В 1NO EKF;шт;00079854; ;11; ; ; ; ; ; ; ; ; ; ;11
КМЭ 80А 230В NO+NC EKF;шт;00079855; ;15; ; ; ; ; ; ; ; ; ; ;15
Лампы;;00079246;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа люминисцентная G13;;00079856;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа люминесцентная L 18W/640 18Вт T8 4000К G13 смол. OSRAM 4008321959652 RS;шт;00079873; ;44; ; ; ; ; ; ; ; ; ; ;44
Лампа люминесцентная L 36W/765 36Вт T8 6500К G13 смол. OSRAM 4008321959836 RS;шт;00079876; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа накаливания Е14;;00079857;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа накаливания ДС 40Вт E14 (верс.) Лисма 326766400 RS;шт;00079987; ; ; ; ; ; ; ;90; ; ; ; ;90
Лампа накаливания ДС 60Вт E14 (верс.) Лисма 327302200 RS;шт;00079988; ;54; ; ; ; ; ; ; ; ; ; ;54
Лампа накаливания ДСМТ 230-40Вт E14 (100) Favor 8109017 RS;шт;00079989; ;2; ; ; ; ; ;6; ; ; ; ;8
Лампа накаливания ДШ 40Вт E14 (верс.) Лисма 321600300\327301200 RS;шт;00079991; ; ; ; ; ; ; ;42; ; ; ; ;42
Лампа накаливания ДШ 60Вт E14 Лисма 322602400 RS;шт;00079992; ;89; ; ; ; ; ;96; ; ; ; ;185
Лампа накаливания ДШМТ 230-40Вт E14 (100) Favor 8109021 RS;шт;00079993; ;42; ; ; ; ; ;99; ; ; ; ;141
Лампа накаливания РН 15Вт E14 (300) КЭЛЗ 8108003 RS;шт;00079994; ;50; ; ; ; ; ;46; ; ; ; ;96
Лампа накаливания Е27;;00079858;; ; ; ; ; ; ; ; ; ; ; ; 
Излучатель тепловой Т 150Вт E27 230В/240В Лисма 249009000/249010100 RS;шт;00079996; ;1; ; ; ; ; ; ; ; ; ; ;1
Излучатель тепловой Т 300Вт E27 220-230В Лисма 249030600 RS;шт;00079998; ;10; ; ; ; ; ; ; ; ; ; ;10
Лампа накаливания Б 40Вт E27 230В (верс.) Лисма 302449700\302467600 RS;шт;00080004; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа накаливания ДШ 230-60Вт E27 (100) КЭЛЗ 8109008;шт;00080009; ;9; ; ; ; ; ;91; ; ; ; ;100
Лампа накаливания Свеча 60Вт E27 прозр. Космос LKsmSCnCL60E27v2 RS;шт;00080011; ; ; ; ; ; ; ;7; ; ; ; ;7
Лампа натриев ДНАТ 100Вт E40 TDM (1/25;шт;00080014; ;24; ; ; ; ; ; ; ; ; ; ;24
Лампа светодиодная GU10;;00079859;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа с/д LEEK LE MR16  7W 4K GU10 (100);шт;00080024; ;10; ; ; ; ; ; ; ; ;100; ;110
Лампа с/д LEEK LE MR16  9W 6K GU10 (100);шт;00080028; ;36; ; ;2; ; ; ; ; ; ; ;38
Лампа светодиодная GU5;;00079860;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа с/д LEEK LE MR16  9W 4K GU5.3 (100);шт;00080034; ;101;50; ; ; ; ; ; ; ; ; ;151
Лампа с/д LEEK LE MR16  9W 6K GU5.3 (100);шт;00080035; ;35; ; ; ; ; ; ; ; ;100; ;135
Лампа светодиодная GX53;;00079861;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа с/д LEEK LE SPT  8W 3K GX53 (JB) (100);шт;00080040; ;4; ; ; ; ; ; ; ; ; ; ;4
Лампа с/д LEEK LE SPT 10W 6K GX53 (100);шт;00080046; ;36;150; ; ; ; ; ; ; ;350;40;576
Лампа с/д LEEK LE SPT 12W 3K GX53 (100);шт;00080047; ;2;60; ;12; ; ; ; ; ;250; ;324
Лампа с/д LEEK LE SPT 12W 4K GX53 (100);шт;00080048; ;81; ; ; ; ; ; ; ; ; ;60;141
Лампа с/д LEEK LE SPT 12W 6K GX53 (100);шт;00080049; ;114; ; ;6; ; ; ; ; ; ;150;270
Лампа светодиодная LED-GX53-VC 12Вт 230В 4000К 1080лм IN HOME 4690612020792 RS;шт;00080054; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная LED-GX53-VC 8Вт 230В 3000К 720лм IN HOME 4690612020723 RS;шт;00080059; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная PLED-GX53 12Вт таблетка матовая 5000К холод. бел. GX53 1040лм 230В JazzWay 102 RS;шт;00080062; ;1; ; ; ; ; ; ; ; ; ; ;1
Свет-к точ. GX53  LE M 223-1 (100x78x16.7) Цв:Белый (100);шт;00080063; ;149;12; ; ; ; ; ; ; ; ;40;201
Свет-к точ. GX53  LE M 223-1 (100x85x20) Цв:Белый (10/100);шт;00080064; ;1;50; ;8; ; ; ; ; ;250; ;309
Лампа светодиодная Е14;;00079862;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа с/д LEEK LE CK LED  8W 4K E14 (JD) (100);шт;00080071; ;21; ; ; ; ; ; ; ; ; ; ;21
Лампа с/д LEEK LE CK LED  8W 6K E14 (JD) (100);шт;00080072; ;29; ; ; ; ; ; ; ; ; ; ;29
Лампа с/д LEEK LE CK LED 10W 4K E14 (JD) (100);шт;00080073; ;173; ; ; ; ; ;20; ; ; ; ;193
Лампа с/д LEEK LE CK LED 10W 6K E14 (100);шт;00080074; ;69;10; ; ; ; ; ; ; ;200; ;279
Лампа с/д LEEK LE RM50 LED 7W 4K E14 (100);шт;00080075; ;24;20; ; ; ; ; ; ; ; ; ;44
Лампа с/д LEEK LE SV LED 10W 3K E14 (JD);шт;00080077; ;9; ; ; ; ; ; ; ; ;200; ;209
Лампа с/д LEEK LE SV LED 10W 4K E14 (JD);шт;00080078; ;99;10; ; ; ; ; ; ; ; ; ;109
Лампа с/д LEEK LE SV LED 10W 6K E14 (100);шт;00080080; ;11;120; ;9; ; ; ; ; ;300;20;460
Лампа с/д LEEK LE SV LED 13W 6K E14 (JD);шт;00080081; ;17; ; ; ; ; ;17; ; ; ; ;34
Лампа с/д LEEK LE SVD LED  8W 3K E14 (JD) (100);шт;00080083; ;99; ; ; ; ; ; ; ; ; ; ;99
Лампа с/д LEEK LE SVD LED  8W 4K E14 (JD) (100);шт;00080084; ;2;150; ;13; ; ; ; ; ;250; ;415
Лампа с/д LEEK LE SVD LED  8W 6K E14 (JD) (100);шт;00080085; ;1;50; ;15; ; ; ; ; ;250; ;316
Лампа с/д LEEK LE SVD LED 10W 3K E14 (100);шт;00080086; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа с/д LEEK LE SVD LED 10W 4K E14 (JD) (100);шт;00080088; ;13; ; ; ; ; ; ; ; ;200; ;213
Лампа с/д LEEK LE SVD LED 10W 6K E14 (100);шт;00080090; ;2; ; ; ; ; ; ; ; ;200; ;202
Лампа с/д LEEK LE SVD LED 13W 6K E14 (JD) (100);шт;00080091; ;62;130; ; ; ; ; ; ; ; ; ;192
Лампа светодиодная 71 629 OLL С37-6-230-4К-Е14-FR 6вт свеча 4000К Е14 470лм  ОНЛАЙН 71629 RS;шт;00080093; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная CN 6.5Вт 220В E14 3000К Космос LkecLED6.5wCNE1430 RS;шт;00080094; ; ; ; ; ;1; ; ; ; ; ; ;1
Лампа светодиодная CN 6.5Вт 220В E14 4500К Космос LkecLED6.5wCNE1445 RS;шт;00080095; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная CW 8.5Вт 220В E14 4500К Космос LkecLED8.5wCWE1445 RS;шт;00080096; ;2; ; ; ; ; ; ; ; ; ; ;2
Лампа светодиодная LED-СВЕЧА-VC 11Вт свеча 4000К нейтр. бел. E14 1050лм 230В IN HOME 469061202047 RS;шт;00080104; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная LED-СВЕЧА-VC 8Вт 230В E14 3000К 720лм IN HOME 4690612020426 RS;шт;00080106; ; ; ; ; ;1; ; ; ; ; ; ;1
Лампа светодиодная LED-ШАР-VC 8Вт 230В E14 3000К 720лм IN HOME 4690612020549 RS;шт;00080111; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная LED-ШАР-VC 8Вт 230В E14 4000К 720лм IN HOME 4690612020556 RS;шт;00080113; ; ; ; ; ; ; ;15; ; ; ; ;15
Лампа светодиодная LL-R-C37-6W-230-4K-E14 (свеча, 6Вт, нейтр., Е14) Ресанта;шт;00080115; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная LL-R-C37-7W-230-4K-E14 (свеча, 7Вт, нейтр., Е14) Ресанта;шт;00080116; ;3; ; ; ; ; ; ; ; ; ; ;3
Лампа светодиодная Е27;;00079863;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа с/д LEEK LE A60 LED 10W 3K E27 (NE) (100);шт;00080140; ;111;300; ;3; ; ;39; ; ;200; ;653
Лампа с/д LEEK LE A60 LED 10W 4K E27 (NE) (100);шт;00080141; ;75;50; ; ; ; ;48; ; ;250; ;423
Лампа с/д LEEK LE A60 LED 10W 6K E27 (NE) (100);шт;00080142;50;180;70; ;28; ; ;47; ; ;500;30;855
Лампа с/д LEEK LE A60 LED 15W 3K E27 (JD) (100);шт;00080143; ;38; ; ; ; ; ;37; ; ;500; ;575
Лампа с/д LEEK LE A60 LED 15W 4K E27 (JD) (100);шт;00080144;12;336;100; ;2; ; ; ; ; ; ;20;458
Лампа с/д LEEK LE A60 LED 15W 6K E27 (JD) (100);шт;00080145; ;23;111;8; ; ; ;19; ; ;700;20;881
Лампа с/д LEEK LE CK LED  8W 3K E27 (JD) (100);шт;00080146; ;47; ; ; ; ; ; ; ; ; ; ;47
Лампа с/д LEEK LE CK LED  8W 4K E27 (JD) (100);шт;00080147; ;46;120; ; ; ; ; ; ; ; ; ;166
Лампа с/д LEEK LE CK LED  8W 6K E27 (JD) (100);шт;00080148; ;7;60; ; ; ; ; ; ; ;250; ;317
Лампа с/д LEEK LE CK LED 10W 3K E27 (JD) (100);шт;00080149; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа с/д LEEK LE CK LED 10W 4K E27 (JD) (100);шт;00080150; ;35;50; ; ; ; ;17; ; ; ; ;102
Лампа с/д LEEK LE RM63 LED 9W 4000K E27 (JB) (100);шт;00080152; ; ; ; ; ; ; ; ; ; ;100; ;100
Лампа с/д LEEK LE RM63 LED 9W 6500K E27 (100);шт;00080153; ;3;20; ; ; ; ; ; ; ; ; ;23
Лампа с/д LEEK LE SV LED  8W 6K E27 (JD) (100);шт;00080156; ;4;10; ; ; ; ; ; ; ; ; ;14
Лампа с/д LEEK LE SV LED 10W 4K E27 (JD) (100);шт;00080157; ;97; ; ; ; ; ; ; ; ; ; ;97
Лампа с/д LEEK LE SV LED 10W 6K E27 (100);шт;00080158; ;1;50; ; ; ; ; ; ; ;250; ;301
Лампа с/д LEEK LE SV LED 13W 6K E27 (JD) (100);шт;00080160; ;5;100; ; ; ; ; ; ; ;200; ;305
Лампа с/д LEEK LE T- 30W LED 4000K E27 (20);шт;00080161; ;1; ; ; ; ; ;2; ; ;100; ;103
Лампа с/д LEEK LE T- 30W LED 6K E27 (20) (P);шт;00081757; ;40;30; ; ; ; ; ; ; ;100; ;170
Лампа с/д LEEK LE T- 50W LED 6K E27/E40 (T120) (20);шт;00081756; ;11; ; ; ; ; ; ; ; ;60; ;71
Лампа с/д PRE A60 LED 20W 6K E27 (100) (ЭК);шт;00080162; ;2; ; ; ; ; ;15; ; ;100; ;117
Лампа с/д PRE A65 LED 25W 4K E27 (100) (ЭК);шт;00080163; ;2; ; ; ; ; ;13; ; ;100; ;115
Лампа с/д PRE T-30W LED 6K E27 (50) (ЭК);шт;00080164; ;23; ; ;7; ; ; ; ; ; ; ;30
Лампа с/д PRE T-50W LED 6K E27/E40 (20) (ЭК);шт;00080165; ; ; ; ;14; ; ; ; ; ; ; ;14
Лампа светодиодная 100Вт дрл/дрв Е27/Е40 6500К 9000Лм HP-PRO IN HOME (1/30);шт;00080166; ; ; ; ;7; ; ; ; ; ; ; ;7
Лампа светодиодная LED-A60-VC 10Вт грушевидная 4000К нейтр. бел. E27 950лм 230В IN HOME 469061202021;шт;00080168; ; ; ; ; ; ; ;1; ; ; ; ;1
Лампа светодиодная LED-A60-VC 15Вт грушевидная 4000К нейтр. бел. E27 1430лм 230В IN HOME 46906120202;шт;00080170; ;4; ; ; ; ; ;38; ; ; ; ;42
Лампа светодиодная LED-A60-VC 20Вт 230В E27 4000К 1800лм IN HOME 4690612020303 RS;шт;00080172; ;5; ; ; ; ; ; ; ; ; ; ;5
Лампа светодиодная LED-A60-VC 8Вт грушевидная 4000К нейтр. бел. E27 760лм 230В IN HOME 4690612024028;шт;00080174; ; ; ; ; ; ; ;8; ; ; ; ;8
Лампа светодиодная LED-HP-PRO 50Вт 230В 6500К E27 4500Лм IN HOME 4690612031125 RS;шт;00080180; ;1;65; ;14; ; ; ; ; ; ; ;80
Лампа светодиодная LED-СВЕЧА-VC 11Вт 230В E27 4000К 990лм IN HOME 4690612020495 RS;шт;00080182; ; ; ; ; ; ; ;22; ; ; ; ;22
Лампа светодиодная LED-ШАР-VC 8Вт 230В E27 4000К 720лм IN HOME 4690612020570 RS;шт;00080189; ; ; ; ; ; ; ;2; ; ; ; ;2
Лампа светодиодная LL-R-A60-11W-230-4K-E27 (груша, 11Вт, нейтр., Е27) Ресанта;шт;00080190; ; ; ; ;1; ; ; ; ; ; ; ;1
Лампа светодиодная LL-R-A60-11W-230-6K-E27 (груша, 11Вт, холод., Е27) Ресанта;шт;00080191; ; ; ; ; ; ; ;16; ; ; ; ;16
Лампа светодиодная LL-R-A60-13W-230-4K-E27 (груша, 13Вт, нейтр., Е27) Ресанта;шт;00080192; ; ; ; ;1; ; ;20; ; ; ; ;21
Лампа светодиодная LL-R-A60-7W-230-4K-E27 (груша, 7Вт, нейтр., Е27) Ресанта;шт;00080193; ; ; ; ; ; ; ;25; ; ; ; ;25
Лампа светодиодная LL-R-A60-9W-230-4K-E27 (груша, 9Вт, нейтр., Е27) Ресанта;шт;00080195; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа светодиодная LL-R-A65-15W-230-3K-E27 (груша, 15Вт, тепл., Е27) Ресанта;шт;00084939; ;133;50; ; ; ; ; ; ; ; ; ;183
Лампа светодиодная LL-R-A65-15W-230-4K-E27 (груша, 15Вт, нейтр., Е27) Ресанта;шт;00080196; ;136;30; ; ; ;2; ; ; ; ; ;168
Лампа светодиодная LL-R-A65-15W-230-6K-E27 (груша, 15Вт, холод., Е27) Ресанта;шт;00080197; ;112;50; ; ; ; ; ; ; ; ; ;162
Лампа светодиодная LL-R-A80-20W-230-3K-E27 (груша, 20Вт, тепл., Е27) Ресанта;шт;00084940; ;194; ; ; ; ; ; ; ; ; ; ;194
Лампа светодиодная LL-R-A80-20W-230-4K-E27 (груша, 20Вт, нейтр., Е27) Ресанта;шт;00080198;20;199; ; ;3; ; ; ; ; ; ; ;202
Лампа светодиодная LL-R-A80-20W-230-6K-E27 (груша, 20Вт, холод., Е27) Ресанта;шт;00080199; ;144; ; ;2; ; ; ; ; ; ;50;196
Лампа светодиодная LL-R-A95-25W-230-4K-E27 (груша, 25Вт, нейтр., Е27) Ресанта;шт;00080200; ; ; ; ;16; ; ; ; ; ; ; ;16
Лампа светодиодная LL-R-C37-6W-230-4K-E27 (свеча, 6Вт, нейтр., Е27) Ресанта;шт;00080201; ;120; ; ; ; ; ;11; ; ; ; ;131
Лампа светодиодная LL-R-G45-7W-230-4K-E27 (шар, 7Вт, нейтр., Е27) Ресанта;шт;00080202; ;2; ; ; ; ; ; ; ; ; ; ;2
Светодиодная лампа Akfa Lighting АК-UFO-30W 6500K E27 FLUFO300065A;шт;00080205; ;168; ; ; ;3; ; ; ; ; ; ;171
Лампа светодиодная филаментная Е14;;00079864;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа филаментная F-LED B35-11W-840-E14 11Вт свеча 4000К нейтр. бел. E14 Эра Б0046987 RS;шт;00080206; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа филаментная F-LED BXS-11W-840-E14 11Вт свеча на ветру 4000К нейтр. бел. E14 Эра Б0047002 RS;шт;00080209; ;1; ; ; ; ; ;14; ; ; ; ;15
Лампа филаментная F-LED P45-11W-840-E14 11Вт шар 4000К нейтр. бел. E14 Эра Б0047014 RS;шт;00080211; ;5; ; ; ; ; ; ; ; ; ; ;5
Лампа светодиодная филаментная Е27;;00079865;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа филаментная F-LED A60-11W-840-E27 11Вт грушевидная 4000К нейтр. бел. E27 Эра Б0035026 RS;шт;00080213; ; ; ; ; ; ; ;17; ; ; ; ;17
Лампа филаментная F-LED B35-11w-827-E27 B35 11Вт свеча E27 тепл. бел. ЭРА Б0046986 RS;шт;00080214; ;2; ; ; ; ; ; ; ; ; ; ;2
Лампа филаментная F-LED B35-11W-840-E27 11Вт свеча 4000К нейтр. бел. E27 Эра Б0046988 RS;шт;00080215; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа филаментная F-LED G95-7W-824-E27 7Вт  шар золотая 2400К спирал. тепл. бел. E27 Эра Б0047663 RS;шт;00080217; ;1; ; ; ; ; ; ; ; ; ; ;1
Лампа филаментная F-LED P45-11W-840-E27 11Вт шар 4000К нейтр. бел. E27 Эра Б0047015 RS;шт;00080220; ;1; ; ; ; ; ;16; ; ; ; ;17
Лампы аккумуляторные;;00079866;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа светодиодная Black 12Вт A80 грушевидная 4100К нейтр. бел. E27 900лм авар. аккум. Li-Ion GAUSS;шт;00080223; ; ; ; ;4; ; ; ; ; ; ; ;6
Светодиодная лампа Lucem с аккумулятором LM-EBL 12W 6500K E27 FLEBL122765L;шт;00080224; ;177;230;1;30; ; ;42; ; ; ;100;580
Светодиодная лампа Lucem с аккумулятором LM-EBL 15W 6500K E27 FLEBL152765L;шт;00080225; ;385;450; ;49; ; ; ; ; ; ;99;983
Светодиодная лампа Lucem с аккумулятором LM-EBL 9W 6500K E27 FLEBL092765L;шт;00080226; ;648;9;8;40; ; ;47; ; ; ;30;783
Лампы для духовых печей;;00080953;; ; ; ; ; ; ; ; ; ; ; ; 
Лампа для печи Osram 25Вт прозрачная галог. 300С G9;шт;00080986; ; ;40; ; ; ; ; ; ; ; ; ;40
ОБРАЗЦЫ;;00081094;; ; ; ; ; ; ; ; ; ; ; ; 
Кейс Atlas Design Natura (ПРЕМИУМ РАМКИ);шт;00081096; ;1; ; ; ; ; ; ; ; ; ; ;1
Кейс System Electric ArtGallery;шт;00081097; ;1; ; ; ; ; ; ; ; ; ; ;1
Кейс System Electric AtlasDesign;шт;00081095; ;1; ; ; ; ; ; ; ; ; ; ;1
Реле;;00079242;; ; ; ; ; ; ; ; ; ; ; ; 
Реле напряжения и тока с дисп. MRVA 63A EKF;шт;00080138; ;1; ; ;5; ; ; ; ; ; ;10;16
Цифровое розеточное реле напряжения MRVs-16 EKF PROxima;шт;00080139; ;16; ; ; ; ; ; ; ; ; ; ;16
Розетки, выключатели и рамки;;00079241;; ; ; ; ; ; ; ; ; ; ; ; 
IEK Group;;00079245;; ; ; ; ; ; ; ; ; ; ; ; 
Серия BRITE;;00079252;; ; ; ; ; ; ; ; ; ; ; ; 
Цвет алюминий;;00080232;; ; ; ; ; ; ; ; ; ; ; ; 
Выключатель 1-кл. СП BRITE ВС10-1-0-БрА 10А алюм. ІЕК BR-V10-0-10-K47;шт;00080325; ;30;9; ; ; ; ; ; ; ; ;23;62
Выключатель 2-кл. СП BRITE ВС10-2-0-БрА 10А алюм. ІEK BR-V20-0-10-K47;шт;00080326; ;57; ; ; ; ; ; ; ; ; ;30;87
Выключатель перекрестный 1-кл. СП BRITE 10А ВС10-1-3-БрА алюм. IEK BR-V13-0-10-K47;шт;00080327; ;2; ; ; ; ; ; ; ; ; ; ;2
Выключатель проходной 1-кл. СП BRITE BC10-1-6-БрА 10А алюм. ІЕК BR-V12-0-10-K47;шт;00080328; ;21;1; ; ; ; ; ; ; ; ; ;22
Выключатель проходной 2-кл. СП BRITE ВС10-2-6-БрА 10А алюм. IEK BR-V22-0-10-K47;шт;00080329; ;28; ; ; ; ; ; ; ; ; ; ;28
Рамка 1-м BRITE РУ-1-БрА алюм. ІEK BR-M12-K47;шт;00080330; ;20; ; ; ; ; ;50; ; ; ;20;90
Рамка 2-м BRITE РУ-1-БрА алюм. ІEK BR-M22-K47;шт;00080331; ;31; ; ; ; ; ; ; ; ; ; ;31
Рамка 3-м BRITE РУ-3-БрА алюм. ІЕК BR-M32-K47;шт;00080332; ;41; ; ; ; ; ; ; ; ; ; ;41
Рамка 4-м BRITE РУ-4-БрА алюм. ІЕК BR-M42-K47;шт;00080333; ;30; ; ; ; ; ; ; ; ; ; ;30
Розетка BRITE PC11-1-0-БрА 16А с заземл. без защ, шторки алюм. ІЕК BR-R11-16-K47;шт;00080334; ;30; ; ; ; ; ;50; ; ; ;30;110
Розетка BRITE РСБш10-3-44-БРА 16А IP44 с заземл. защ. шторки с крышкой алюм. IEK BR-R16-16-44-K47;шт;00080335; ;18; ; ; ; ; ; ; ; ; ; ;18
Розетка компьютерная + телевизионная 2-м Brite РТВ/РК12-БрА RJ45 кат.5E + TV алюм. ІЕК BR-AK20-1-K47;шт;00080337; ;30; ; ; ; ; ; ; ; ; ; ;30
Розетка компьютерная СП RJ45 кат.5E BRITE РК10-БрА алюм. ІЕК BR-K10-1-K47;шт;00080338; ;22; ; ; ; ; ; ; ; ; ; ;22
Розетка телевизионная оконечная ТV СП Brite PTB11-0-БрА алюм. ІЕК BR-A10-O-K47;шт;00080339; ;37; ; ; ; ; ; ; ; ; ; ;37
Светорегулятор 600Вт поворотно-нажимной с/у алюминий механизм СС10-1-0-БрА BRITE IEK (1/8/80);шт;00080340; ;3; ; ; ; ; ; ; ; ; ; ;3
Цвет бежевый;;00080233;; ; ; ; ; ; ; ; ; ; ; ; 
Выключатель 1-кл. СП BRITE ВС10-1-0-БрКр 10А беж. IEK BR-V10-0-10-K10;шт;00080341; ;12;15; ; ; ; ; ; ; ; ; ;27
Выключатель 2-кл. СП BRITE ВС10-2-0-БрКр 10А беж. IEK BR-V20-0-10-K10;шт;00080342; ;27; ; ; ; ; ; ; ; ; ; ;27
Выключатель 3-кл. СП BRITE ВС10-3-0-БрКр 10А беж. IEK BR-V30-0-10-K10;шт;00080343; ;19; ; ; ; ; ; ; ; ; ; ;19
Выключатель перекрестный 1-кл. СП BRITE 10А ВС10-1-3-БрКр беж. IEK BR-V13-0-10-K10;шт;00080344; ; ;10; ; ; ; ; ; ; ; ; ;10
Выключатель проходной 1-кл. СП BRITE ВС10-1-6-БрКр 10А беж. IEK BR-V12-0-10-K10;шт;00080345; ;4;5; ; ; ; ; ; ; ; ; ;9
Выключатель проходной 2-кл. СП BRITE ВС10-2-6-БрКр 10А беж. IEK BR-V22-0-10-K10;шт;00080346; ;25; ; ; ; ; ; ; ; ; ; ;25
Рамка 1-м BRITE РУ-1-БрКр беж. IEK BR-M12-K10;шт;00080347; ;4;1; ; ; ; ; ; ; ;30; ;35
Рамка 2-м BRITE РУ-2-БрКр беж. IEK BR-M22-K10;шт;00080348; ;8;4; ; ; ; ; ; ; ; ; ;12
Рамка 3-м BRITE РУ-3-БрКр беж. IEK BR-M32-K10;шт;00080349; ;29;4; ; ; ; ; ; ; ; ;30;63
Рамка 4-м BRITE РУ-4-БрКр беж. IEK BR-M42-K10;шт;00080350; ;57; ; ; ; ; ; ; ; ; ;10;67
Рамка 5-м BRITE РУ-5-БрКр беж. IEK BR-M52-K10;шт;00080351; ;26; ; ; ; ; ; ; ; ; ; ;26
Розетка 2-м СП BRITE РС12-3-БрКр 16А в сборе с заземл. без защ. шторок беж. IEK BR-R21-16-K10-F;шт;00080352; ; ;4; ;40; ; ;16; ; ; ; ;60
Розетка BRITE РС11-1-0-БрКр 16А с заземл. без защ. шторки беж. IEK BR-R11-16-K10;шт;00080353; ;9; ; ;50; ; ;30; ; ; ; ;89
